Id,SalePrice
1461,120887.734
1462,126592.64
1463,175871.84
1464,183348.25
1465,189685.7
1466,178487.48
1467,161858.73
1468,167515.4
1469,175571.7
1470,118737.62
1471,187096.98
1472,95635.91
1473,93166.4
1474,149602.66
1475,134392.81
1476,365292.47
1477,249826.77
1478,300645.06
1479,270479.78
1480,517924.72
1481,316474.84
1482,210253.48
1483,168626.95
1484,176651.64
1485,167653.47
1486,194498.5
1487,305763.3
1488,251164.8
1489,189887.33
1490,189685.7
1491,184859.94
1492,99591.11
1493,181402.55
1494,306256.22
1495,297184.94
1496,214758.89
1497,189685.7
1498,171371.17
1499,164948.2
1500,142144.88
1501,167167.95
1502,146044.45
1503,247856.38
1504,242488.44
1505,221209.31
1506,176651.64
1507,222045.48
1508,178879.4
1509,164299.64
1510,143557.06
1511,142283.75
1512,167515.4
1513,134562.62
1514,144152.61
1515,187096.98
1516,154012.62
1517,150993.56
1518,141440.1
1519,220000.88
1520,135539.52
1521,137137.2
1522,167653.47
1523,115280.96
1524,115654.92
1525,115360.58
1526,117111.44
1527,94903.61
1528,124799.5
1529,138214.62
1530,163808.06
1531,123752.75
1532,92002.42
1533,122509.78
1534,122016.45
1535,153263.33
1536,110301.98
1537,96308.71
1538,168488.1
1539,175771.4
1540,113432.016
1541,139269.84
1542,140771.16
1543,208776.7
1544,80030.04
1545,89127.0
1546,121771.06
1547,137399.05
1548,125077.83
1549,115360.58
1550,143307.7
1551,125348.19
1552,130317.49
1553,132416.03
1554,115417.26
1555,153317.7
1556,88077.39
1557,107426.3
1558,91386.97
1559,104835.055
1560,136125.42
1561,145047.03
1562,124241.24
1563,117030.62
1564,167964.11
1565,150596.53
1566,200610.16
1567,81940.555
1568,211162.58
1569,138068.02
1570,115829.65
1571,121156.08
1572,134393.19
1573,246926.8
1574,134217.47
1575,214758.89
1576,212061.42
1577,189458.98
1578,121936.08
1579,134992.69
1580,190370.38
1581,136628.38
1582,124861.4
1583,338297.16
1584,241866.47
1585,139425.86
1586,79301.37
1587,91329.734
1588,138233.22
1589,103795.87
1590,129799.54
1591,102298.195
1592,134559.55
1593,100914.31
1594,143740.62
1595,134568.39
1596,237092.9
1597,159746.47
1598,176586.45
1599,184887.61
1600,182994.67
1601,58717.863
1602,106893.26
1603,91392.99
1604,250221.39
1605,240957.75
1606,161858.73
1607,171719.97
1608,220825.7
1609,184356.4
1610,153649.23
1611,143100.53
1612,171306.95
1613,165321.9
1614,129801.4
1615,91063.6
1616,82809.73
1617,91623.29
1618,125077.83
1619,133252.89
1620,178945.44
1621,133258.34
1622,137027.39
1623,250238.56
