Id,SalePrice
1461,125650.06
1462,154640.6
1463,175631.06
1464,175631.06
1465,209336.81
1466,170255.67
1467,171722.9
1468,158415.75
1469,191393.9
1470,124460.3
1471,203828.53
1472,87509.82
1473,87509.82
1474,142850.84
1475,133328.39
1476,442664.03
1477,258546.0
1478,284951.4
1479,283440.84
1480,478717.1
1481,314249.1
1482,216162.52
1483,163012.0
1484,172160.9
1485,175646.69
1486,199525.28
1487,350433.62
1488,260300.31
1489,203766.33
1490,211664.77
1491,194053.56
1492,85204.78
1493,175646.69
1494,305097.06
1495,290894.9
1496,237762.11
1497,175631.06
1498,156651.55
1499,148545.05
1500,148792.14
1501,171038.92
1502,161469.84
1503,309864.66
1504,230517.08
1505,222277.05
1506,175631.06
1507,247313.31
1508,195704.23
1509,162958.64
1510,149247.94
1511,143653.58
1512,171038.92
1513,144191.58
1514,172160.9
1515,190564.38
1516,149251.77
1517,162265.75
1518,126499.05
1519,225657.2
1520,139243.25
1521,139243.25
1522,169095.02
1523,103367.09
1524,118712.625
1525,122763.3
1526,114978.414
1527,102620.34
1528,133707.0
1529,147926.47
1530,167944.89
1531,111702.75
1532,100760.69
1533,134099.92
1534,119125.984
1535,156325.86
1536,115446.31
1537,54760.29
1538,175631.06
1539,230733.16
1540,101441.04
1541,145923.39
1542,139625.92
1543,224473.4
1544,57358.375
1545,104299.71
1546,122038.484
1547,133328.39
1548,132935.47
1549,103946.91
1550,140252.44
1551,103946.91
1552,139311.73
1553,145143.8
1554,108519.516
1555,163820.11
1556,90062.08
1557,96676.414
1558,92265.01
1559,101150.484
1560,130153.54
1561,145844.05
1562,123151.96
1563,119494.74
1564,160446.62
1565,148545.05
1566,227710.77
1567,52525.1
1568,220479.27
1569,139056.8
1570,140173.05
1571,115086.08
1572,143336.14
1573,259756.48
1574,98055.61
1575,227054.84
1576,225657.2
1577,197984.55
1578,140008.0
1579,142953.47
1580,189555.81
1581,155887.64
1582,124829.055
1583,352798.34
1584,241267.98
1585,139243.25
1586,57358.375
1587,92265.01
1588,149795.48
1589,97462.01
1590,130546.46
1591,98946.945
1592,112939.67
1593,119623.125
1594,143654.55
1595,104168.26
1596,247168.52
1597,200486.03
1598,216618.67
1599,203766.33
1600,174058.56
1601,54760.29
1602,103064.055
1603,92265.01
1604,277652.66
1605,248682.83
1606,161469.84
1607,208934.2
1608,211664.77
1609,185757.28
1610,145519.08
1611,133247.48
1612,158415.75
1613,156651.55
1614,124843.234
1615,62538.973
1616,51255.71
1617,91551.4
1618,119494.74
1619,139290.98
1620,154880.62
1621,136217.8
1622,139243.25
1623,285840.8
1624,211778.67
1625,126891.97
1626,161836.66
1627,175646.69
1628,269343.5
1629,175631.06
1630,365121.84
1631,236702.02
1632,257521.45
1633,176980.56
1634,175631.06
1635,175631.06
1636,142533.4
1637,191393.9
1638,201689.9
1639,175631.06
1640,252874.52
1641,175646.69
1642,232509.48
1643,233486.11
1644,233527.14
1645,194723.69
1646,160437.83
1647,162958.64
1648,130445.414
1649,136610.72
1650,119125.984
1651,126891.97
1652,92265.01
1653,94801.96
1654,144356.45
1655,155340.7
1656,140149.83
1657,138502.39
1658,147742.33
1659,138393.5
1660,155023.27
1661,505010.94
1662,430145.0
1663,350431.38
1664,357539.0
1665,306769.22
1666,339185.56
1667,455719.06
1668,333143.2
1669,286237.44
1670,352798.34
1671,252969.47
1672,478717.1
1673,330084.06
1674,257521.45
1675,175631.06
1676,174058.56
1677,207543.69
1678,478717.1
1679,431264.12
1680,337959.3
1681,232502.42
1682,302830.7
1683,175631.06
1684,169238.89
1685,176980.56
1686,170572.78
1687,168961.67
1688,191393.9
1689,191393.9
1690,195027.53
1691,175631.06
1692,271783.0
1693,172764.56
1694,175631.06
1695,158415.75
1696,295210.47
1697,169461.83
1698,430145.0
1699,311585.34
1700,250861.5
1701,277899.0
1702,303584.22
1703,248682.83
1704,285986.06
1705,233378.31
1706,391669.6
1707,210144.67
1708,204983.78
1709,277014.12
1710,228651.58
1711,246501.92
1712,277899.0
1713,262288.97
1714,225657.2
1715,207087.53
1716,169705.03
1717,170389.02
1718,135740.23
1719,204983.78
1720,246280.23
1721,171722.9
1722,126499.05
1723,155293.84
1724,220918.39
1725,250371.47
1726,175646.69
1727,154292.03
1728,175631.06
1729,162935.17
1730,154640.6
1731,122038.484
1732,129303.805
1733,119240.42
1734,118712.625
1735,133495.9
1736,115446.31
1737,330557.6
1738,229892.19
1739,278165.22
1740,224024.22
1741,191393.9
1742,172055.7
1743,169238.89
1744,245722.94
1745,243194.2
1746,219689.92
1747,229256.34
1748,215357.5
1749,156325.86
1750,132956.22
1751,254810.27
1752,119081.38
1753,144137.7
1754,201069.69
1755,171038.92
1756,122038.484
1757,118712.625
1758,148089.27
1759,171038.92
1760,149855.88
1761,143653.58
1762,174378.61
1763,169705.03
1764,118712.625
1765,165639.89
1766,169705.03
1767,211664.77
1768,141944.27
1769,170927.84
1770,139311.73
1771,136982.89
1772,135760.98
1773,124829.055
1774,130546.46
1775,136217.8
1776,122038.484
1777,100774.0
1778,130642.95
1779,109347.14
1780,174058.56
1781,136133.16
1782,96704.56
1783,130546.46
1784,86179.32
1785,114569.17
1786,141944.27
1787,161469.84
1788,54760.29
1789,99141.375
1790,66532.07
1791,180128.81
1792,149492.25
1793,136128.42
1794,143653.58
1795,136610.72
1796,125201.17
1797,126499.05
1798,124829.055
1799,112662.97
1800,128114.8
1801,119769.91
1802,143608.33
1803,149174.81
1804,142953.47
1805,136610.72
1806,119125.984
1807,139694.42
1808,122038.484
1809,96292.74
1810,140635.12
1811,99660.555
1812,99066.766
1813,121557.66
1814,83642.37
1815,52338.9
1816,94925.055
1817,113652.54
1818,144819.72
1819,106120.95
1820,54936.984
1821,117345.055
1822,134185.61
1823,46873.242
1824,129303.805
1825,130546.46
1826,97026.39
1827,102317.33
1828,139449.72
1829,112904.66
1830,142037.16
1831,176964.94
1832,97418.17
1833,142326.94
1834,111302.86
1835,144206.55
1836,122370.375
1837,92265.01
1838,118761.61
1839,90062.08
1840,152636.86
1841,149247.94
1842,61225.82
1843,130546.46
1844,136408.03
1845,137501.08
1846,151507.56
1847,154347.73
1848,52338.9
1849,106457.14
1850,119240.42
1851,148792.14
1852,129696.73
1853,130153.54
1854,170625.05
1855,149488.25
1856,219925.94
1857,171397.92
1858,139243.25
1859,115446.31
1860,139707.67
1861,115446.31
1862,286875.53
1863,273936.62
1864,273936.62
1865,357614.47
1866,333143.2
1867,259252.42
1868,313787.47
1869,204983.78
1870,248682.83
1871,287999.78
1872,171722.9
1873,241267.98
1874,139243.25
1875,190428.75
1876,194053.56
1877,216162.52
1878,207543.69
1879,136610.72
1880,135760.98
1881,227314.89
1882,265551.62
1883,193486.8
1884,204983.78
1885,274161.03
1886,304551.38
1887,190428.75
1888,281402.97
1889,159458.9
1890,130445.414
1891,136982.89
1892,102317.33
1893,133262.19
1894,126499.05
1895,140952.56
1896,126499.05
1897,103688.28
1898,95403.016
1899,152968.36
1900,147263.44
1901,159940.16
1902,140384.03
1903,257198.88
1904,141944.27
1905,205967.17
1906,159955.78
1907,199297.31
1908,113201.6
1909,140252.44
1910,113308.43
1911,219285.4
1912,283751.12
1913,152663.23
1914,57358.375
1915,314817.16
1916,49294.633
1917,271044.97
1918,136982.89
1919,170412.05
1920,154337.06
1921,454106.78
1922,332627.75
1923,216162.52
1924,250527.7
1925,233308.78
1926,473165.06
1927,139243.25
1928,161469.84
1929,114978.414
1930,121256.03
1931,139683.9
1932,126806.45
1933,170625.05
1934,175631.06
1935,173177.69
1936,175631.06
1937,175631.06
1938,171722.9
1939,237208.84
1940,205863.84
1941,172160.9
1942,175631.06
1943,216618.67
1944,357614.47
1945,413183.6
1946,151507.56
1947,326230.88
1948,151722.89
1949,235359.52
1950,175631.06
1951,284720.28
1952,246235.61
1953,167944.89
1954,202333.55
1955,133250.19
1956,283180.0
1957,145519.08
1958,322498.34
1959,141944.27
1960,118712.625
1961,108381.734
1962,92265.01
1963,98513.94
1964,99329.76
1965,142150.73
1966,143656.34
1967,293871.5
1968,455226.6
1969,464871.28
1970,444017.44
1971,457491.28
1972,380231.84
1973,267918.62
1974,295714.34
1975,469977.12
1976,259116.11
1977,401447.78
1978,406992.88
1979,383689.25
1980,195027.53
1981,359790.78
1982,234445.1
1983,216824.61
1984,162242.7
1985,221942.05
1986,205080.56
1987,175646.69
1988,175631.06
1989,193117.89
1990,233491.31
1991,223172.14
1992,216162.52
1993,173188.23
1994,228927.84
1995,175631.06
1996,237035.53
1997,317956.3
1998,350433.62
1999,251665.03
2000,293311.47
2001,271783.0
2002,247168.52
2003,262234.7
2004,263575.75
2005,233796.92
2006,226060.27
2007,248682.83
2008,216618.67
2009,175631.06
2010,195027.53
2011,140252.44
2012,175631.06
2013,175631.06
2014,175631.06
2015,185666.8
2016,175631.06
2017,201618.17
2018,117377.94
2019,136610.72
2020,108660.1
2021,104036.875
2022,175631.06
2023,133334.56
2024,244549.25
2025,354429.28
2026,175631.06
2027,143656.34
2028,155340.7
2029,175387.86
2030,269425.8
2031,254700.44
2032,259545.67
2033,265316.88
2034,164353.7
2035,216618.67
2036,193454.31
2037,189555.81
2038,295462.84
2039,229153.8
2040,357202.28
2041,275486.03
2042,195120.02
2043,172764.56
2044,169705.03
2045,209744.02
2046,130546.46
2047,145041.31
2048,136217.8
2049,130546.46
2050,185757.28
2051,104299.71
2052,130445.414
2053,148789.38
2054,90062.08
2055,161469.84
2056,138918.81
2057,117820.53
2058,224473.4
2059,129696.73
2060,161469.84
2061,175631.06
2062,135760.98
2063,118712.625
2064,139625.92
2065,129203.51
2066,172055.7
2067,124971.984
2068,147535.86
2069,80523.95
2070,104620.695
2071,87509.82
2072,119767.1
2073,139683.9
2074,191393.9
2075,149318.34
2076,110302.22
2077,155023.27
2078,126499.05
2079,132956.22
2080,115815.07
2081,126499.05
2082,113072.27
2083,145041.31
2084,107895.29
2085,114961.39
2086,111448.81
2087,119376.984
2088,97026.39
2089,80523.95
2090,126499.05
2091,121164.734
2092,126328.74
2093,114060.234
2094,132935.47
2095,142953.47
2096,76656.51
2097,90046.76
