Id,SalePrice
1461,117140.11233469778
1462,156505.62855393466
1463,183073.43597253197
1464,200842.93701194876
1465,195289.33675313467
1466,176289.65742286702
1467,156116.48879276015
1468,166574.8864496119
1469,211480.23011151678
1470,99451.68323404288
1471,215107.31750094926
1472,117908.56578165707
1473,112224.48697469349
1474,163391.89640111892
1475,124349.39175502953
1476,360564.92202565423
1477,266293.86831163266
1478,316463.2085020598
1479,302865.95837416453
1480,472787.5688871882
1481,322428.09943254635
1482,253710.49982942882
1483,175557.51338158306
1484,186763.4111471779
1485,185186.51552345935
1486,205492.93407227323
1487,306954.1203790129
1488,260720.2909254344
1489,191481.28744534438
1490,215301.4713690009
1491,196419.46629804908
1492,100969.26043906533
1493,200376.71402303973
1494,287430.03901230067
1495,286969.35846404784
1496,228677.43704967052
1497,197435.17068080325
1498,175419.80853051663
1499,172592.41954804855
1500,167430.40430335279
1501,205736.67228455245
1502,164016.7867399112
1503,262979.5674378704
1504,246679.11151560256
1505,232011.64193857147
1506,217667.56824024045
1507,264384.62380043394
1508,204006.72077138012
1509,159589.80717262308
1510,144114.7546666538
1511,139637.61438574942
1512,173540.0675479456
1513,155827.03590732385
1514,166435.40575244816
1515,228767.70379482125
1516,161997.2537068242
1517,178468.67860946024
1518,165946.09282095954
1519,237120.48038105204
1520,125349.69768590727
1521,129372.25504161841
1522,198680.45574421415
1523,103138.76802291845
1524,110484.89018093853
1525,102441.41732218886
1526,103139.70366242643
1527,96576.64684312642
1528,134974.78508564306
1529,132175.41573698778
1530,185146.06629808806
1531,164416.34013937373
1532,86351.400327443
1533,152491.69647879593
1534,140724.38663937172
1535,167891.95716356795
1536,113126.0835498058
1537,79933.9847012051
1538,176176.58294138446
1539,201836.85647939635
1540,146348.81416063546
1541,152150.4672423803
1542,151659.85538947556
1543,218859.3874812699
1544,68032.63734398552
1545,105912.70683995355
1546,143203.42717145
1547,154294.87909082233
1548,131242.98392802602
1549,108986.43231941712
1550,140941.55582033252
1551,129577.05590494367
1552,157241.09027477886
1553,138043.42681109396
1554,125076.84371134831
1555,180431.73972013473
1556,96197.72075870328
1557,140715.48717514303
1558,94311.54343545811
1559,104921.27878393707
1560,143119.5104905817
1561,185020.2542218227
1562,123204.83727801242
1563,109362.86250091347
1564,193036.0887813497
1565,153684.24493661363
1566,225066.62963259645
1567,68078.93871042186
1568,220326.58124792966
1569,142506.03089793143
1570,155293.52427460835
1571,128315.97360253303
1572,136282.02962035988
1573,252424.96925348608
1574,136641.57391773607
1575,235800.48344041823
1576,235481.08121485086
1577,204724.47713349765
1578,135414.1002092199
1579,141011.0537173081
1580,200064.65101006912
1581,135802.40885190153
1582,108217.17209966874
1583,306735.3805415963
1584,237611.16347465327
1585,154531.98334661225
1586,42731.53605436516
1587,89773.63942705678
1588,131088.5316715169
1589,101364.77600109002
1590,144052.70940632359
1591,74455.14421011419
1592,143858.9210984245
1593,116010.65443719563
1594,137045.48302476422
1595,127024.55673982657
1596,243990.37970337432
1597,194930.05728483788
1598,195590.02735272513
1599,202201.20305180806
1600,207335.82332057867
1601,16680.254065969435
1602,125273.81175038528
1603,111507.23522267169
1604,258900.9978547254
1605,256445.99189984653
1606,169230.08224808678
1607,226263.1742510373
1608,225774.2677458223
1609,184784.87965272923
1610,135426.32441578835
1611,150584.09750880848
1612,181170.2085068516
1613,176107.22242563168
1614,130608.20661664548
1615,86732.83199979989
1616,74132.11555438956
1617,88304.50797253777
1618,111332.57782555485
1619,116729.69828219444
1620,203100.7249384534
1621,134984.90199504053
1622,129154.70236812189
1623,268263.5692020532
1624,222639.1255698322
1625,117120.6276870443
1626,192204.03126357362
1627,182249.33986194487
1628,279174.81680190074
1629,191858.56714279533
1630,325084.872623804
1631,219294.5338106759
1632,245727.03851864213
1633,176924.31279636925
1634,195526.5270692368
1635,184884.01490031087
1636,168794.94018966352
1637,189062.7428177814
1638,224549.2318509374
1639,200329.16583319884
1640,265208.46294580714
1641,199498.57382290642
1642,235558.57683999598
1643,238206.9493795125
1644,244183.73295737238
1645,197027.25760257334
1646,158419.2087805792
1647,168924.59732491244
1648,136230.05178842496
1649,121894.9043412508
1650,95334.8949163531
1651,106837.94288556259
1652,118697.40271369377
1653,117342.67563570087
1654,163908.85123846203
1655,156936.06119790615
1656,158279.75355532698
1657,162333.34226212485
1658,160682.97584122853
1659,126507.57395989323
1660,156631.04864617938
1661,432331.6706864752
1662,350795.98449628527
1663,382060.2437180481
1664,454438.38280525577
1665,338643.1936705097
1666,320533.81456603704
1667,323919.4426015858
1668,355851.94574903324
1669,287473.305716109
1670,356809.4353270509
1671,272080.61648883234
1672,390916.94801081665
1673,293990.3195186271
1674,283408.8150133065
1675,215728.61475852263
1676,227110.58185275458
1677,240228.17376854306
1678,443765.4221195305
1679,340542.4442593828
1680,355909.6087516082
1681,306449.8709492374
1682,294123.3103563666
1683,229466.67065774568
1684,185777.1267504298
1685,175327.52018378963
1686,201354.52552496598
1687,172475.44848498816
1688,206254.91676516805
1689,198099.95581554945
1690,201687.149881628
1691,190307.74664342718
1692,254861.9994453757
1693,174729.0421971385
1694,182952.46825854047
1695,168244.7343239309
1696,260824.98768974032
1697,168131.9267433903
1698,331742.9447266763
1699,313737.4439487078
1700,256616.8681484671
1701,282660.42324349977
1702,264670.1758600216
1703,261096.84500910286
1704,282592.3953835573
1705,242033.02051277977
1706,402375.26036179735
1707,203803.4421143973
1708,205344.40141229538
1709,270994.0084924848
1710,251477.42276941665
1711,255616.49033803196
1712,268703.1805900949
1713,253699.9225154948
1714,227059.56050494875
1715,210267.08830697442
1716,191222.51034372154
1717,192721.67306641003
1718,146829.1066551152
1719,201523.59374482767
1720,241927.1227228461
1721,178995.4037273052
1722,130681.84995022927
1723,161447.79369998942
1724,219938.94495417466
1725,247428.8620557051
1726,192985.04346591965
1727,175260.97062699537
1728,180249.60465043836
1729,149963.41084760247
1730,180614.07790995782
1731,109159.78586619999
1732,125137.59765715794
1733,101691.94694575254
1734,105266.42419043837
1735,117629.98822506769
1736,99637.44028063836
1737,292141.08417192474
1738,229695.59878806566
1739,303059.3316156117
1740,234590.1973584894
1741,211411.88111190288
1742,188652.78039991885
1743,192041.59558295333
1744,306732.07627487776
1745,223193.99391111964
1746,239869.50518306324
1747,250041.81705496664
1748,250498.0682959305
1749,158565.49677144494
1750,148102.11340059273
1751,272875.13803299685
1752,101661.57428715298
1753,164455.88221096704
1754,223982.85434107445
1755,191523.26391716814
1756,96571.3123181226
1757,94859.44274726736
1758,150789.7863579687
1759,170595.56947574642
1760,181599.25895283656
1761,167616.8048253551
1762,181597.9562449968
1763,184442.89187346317
1764,104910.30305180106
1765,191276.42734576727
1766,177104.1917597758
1767,219986.1624589351
1768,123891.61953974362
1769,190398.94907624437
1770,130190.94294992504
1771,125135.27515975812
1772,145975.37030711817
1773,130281.18442742602
1774,202608.2675791712
1775,124590.54680456198
1776,108297.94726870596
1777,87495.03878776435
1778,135892.17785855389
1779,112436.80066972115
1780,176038.43520917164
1781,119983.96330189722
1782,65086.89617507892
